role,index,checkpoint,lora,model_weight,clip_weight,sampler,scheduler,steps,cfg,seed,width,height,output_prefix,positive,negative
小绿,3,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290303,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/03,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, peeking around a doorway with a stolen cookie, mischievous eyes and cheeks slightly puffed, three-quarter shot, over-shoulder discovery angle, layered foreground objects, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小绿,4,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290304,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/04,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, pulling open heavy curtains in one energetic sweep, morning light flooding the parlor, low-angle competence shot, controlled perspective, readable hands and costume, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小绿,5,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290305,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/05,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, pointing excitedly at a board-game victory on the table, triumphant teasing smile, medium-long shot, window-side hesitation, strong light and shadow separation, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小绿,6,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290306,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/06,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, catching a cushion tossed from off screen, surprised laugh, body twisting naturally with the action, dynamic three-quarter shot, motion crossing the frame, clear silhouette, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小绿,7,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290307,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/07,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, arranging fresh leaves and flowers in a vase, unusually focused gentle expression, seated compression composition, environmental props enclosing the frame, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小绿,8,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290308,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/08,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, leaning over the sofa back to invite the viewer closer, friendly curiosity and strong foreground depth, intimate close-up aftermath, subtle off-screen interaction and expressive eyes, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小绿,9,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290309,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/09,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, standing at the entrance in light rain, shaking droplets from an umbrella, amused and energetic expression, wide establishing event CG, character integrated into a lived-in interior, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小绿,10,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\03_Parlor_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290310,1216,832,DragonMaid/Unity_RPG_CG_20260829/03_Parlor_小绿/10,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, resting on the arm of a chair after closing time, savoring one last pastry with a content smile, medium close-up, foreground occlusion, cinematic depth and restrained emotion, parlor dragonmaid, adult woman, short green hair with twin-tail silhouette, green dragon horns, complete attached leafy green dragon tail, black and white maid uniform, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,1,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290401,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/01,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, hugging a pile of clean towels almost taller than herself, determined face, one sock slipping from the stack, medium-wide event CG, doorway interruption framing, asymmetric composition, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,2,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290402,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/02,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, surprised by a soap bubble landing on her nose, wide curious eyes and delighted smile, medium shot, tabletop foreground framing, natural eye-line toward viewer, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,3,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290403,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/03,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, carefully matching colorful socks on a low table, serious concentration in a cozy laundry room, three-quarter shot, over-shoulder discovery angle, layered foreground objects, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,4,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290404,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/04,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, running after a bedsheet caught by a breeze, playful action and fluttering fabric, safe cheerful scene, low-angle competence shot, controlled perspective, readable hands and costume, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,5,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290405,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/05,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, holding up a perfectly folded shirt with proud sparkling eyes, seeking approval from the viewer, medium-long shot, window-side hesitation, strong light and shadow separation, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,6,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290406,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/06,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, sitting beside a wash basket after finishing chores, sipping juice with a satisfied grin, dynamic three-quarter shot, motion crossing the frame, clear silhouette, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,7,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290407,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/07,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, peeking from behind a hanging sheet, harmless hide-and-seek expression and soft daylight, seated compression composition, environmental props enclosing the frame, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,8,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290408,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/08,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, using a small step stool to reach a shelf, supervised safe environment, focused expression, intimate close-up aftermath, subtle off-screen interaction and expressive eyes, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,9,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290409,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/09,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, offering a freshly dried blanket toward the viewer, warm friendly smile, fluffy tail visible and connected, wide establishing event CG, character integrated into a lived-in interior, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小蓝,10,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_pilot20\04_Laundry_Laudry_SFW_ONLY-pilot20-r32.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290410,1216,832,DragonMaid/Unity_RPG_CG_20260829/04_Laundry_小蓝/10,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, falling asleep safely on folded blankets after work, peaceful childlike scene, fully covered, medium close-up, foreground occlusion, cinematic depth and restrained emotion, laundry dragonmaid, young blue-haired dragon girl, short blue hair, small blue horns, blue and white laundry uniform, complete fluffy blue fish-like dragon tail, fully covered, wholesome, child-safe, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,1,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290501,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/01,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, checking the viewer's temperature with the back of her hand, calm reassuring smile, intimate close framing, medium-wide event CG, doorway interruption framing, asymmetric composition, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,2,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290502,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/02,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, preparing herbal tea at a bedside table, steam and warm lamp light connecting character and environment, medium shot, tabletop foreground framing, natural eye-line toward viewer, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,3,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290503,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/03,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, catching a falling medicine bottle, startled eyes resolving into a relieved smile, dynamic hand action, three-quarter shot, over-shoulder discovery angle, layered foreground objects, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
小粉,4,sdxl\waiIllustriousSDXL_v150.safetensors,dragonmaid_public_illustrious_v4\05_Nurse_dragonmaid_illuXL_v1.1.safetensors,0.78,0.72,dpmpp_2m_sde,karras,28,4.8,202608290504,1216,832,DragonMaid/Unity_RPG_CG_20260829/05_Nurse_小粉/04,"masterpiece, best quality, high quality anime illustration, polished visual novel event CG, single coherent scene, expressive body language, natural perspective, clean lineart, soft cinematic lighting, clear foreground middle ground and background, unified anime style, writing careful notes on a clipboard beside a sunlit window, thoughtful professional expression, low-angle competence shot, controlled perspective, readable hands and costume, nurse dragonmaid, adult woman, pink hair, curved dragon horns, pink nurse maid uniform, complete attached pink dragon tail, gentle mature caretaker, coherent mansion interior, character visibly contacting nearby props, soft atmospheric depth","worst quality, low quality, normal quality, lowres, blurry, jpeg artifacts, text, watermark, logo, multiple views, collage, comic panels, duplicate person, extra person, cloned character, bad anatomy, bad hands, extra fingers, missing fingers, extra limbs, malformed limbs, long torso, floating tail, disconnected tail, missing tail, extra tail, missing horns, extra horns, wrong hair color, wrong costume, costume color error, inconsistent lighting, flat staging, pasted character, empty background, photorealistic, 3d render, card frame, trading card layout, nsfw, nude, lingerie"
